City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,neryungri,56.6709,124.6491,-10.4,97,44,1.92,RU,1683577556
279,longyearbyen,78.2186,15.6401,-2.09,86,75,2.06,SJ,1683577381
280,capao da canoa,-29.7456,-50.0097,21.08,71,78,4.6,BR,1683577556
281,kapa'a,22.0752,-159.319,26.99,70,40,7.72,US,1683577557
282,ginir,7.1333,40.7,15.28,88,43,1.78,ET,1683577557
283,geneina,13.45,22.45,29.97,29,67,4.44,SD,1683577557
284,tommot,58.9564,126.2925,-9.53,99,89,0.48,RU,1683577557
285,turpan,42.9333,89.1667,18.48,25,95,2.15,CN,1683577558
286,misratah,32.3754,15.0925,20.53,62,74,14.81,LY,1683577558
287,aleksandrovskoye,44.7142,43.0008,8.63,97,100,2.54,RU,1683577558
288,vila franca do campo,37.7167,-25.4333,17.23,92,100,0.33,PT,1683577558
289,forster,-32.1667,152.5167,12.3,59,83,2.24,AU,1683577558
290,jayapura,-2.5333,140.7,25.66,92,99,2.7,ID,1683577559
291,zuera,41.8677,-0.7898,23.93,36,84,6.81,ES,1683577559
292,wewak,-3.5534,143.6268,26.37,87,93,1.95,PG,1683577559
293,ternate,0.8,127.4,27.59,81,99,2.56,ID,1683577559
294,port alfred,-33.5906,26.891,16.21,93,98,4.87,ZA,1683577560
295,lokomotivnyy,53.0118,60.5684,7.45,50,100,1.34,RU,1683577560
296,arvayheer,46.2639,102.775,6.82,28,100,1.1,MN,1683577560
297,tselinnoye,53.0833,85.6667,14.31,49,0,3.28,RU,1683577280
298,kolonia town,6.964,158.206,26.0,89,40,2.06,FM,1683577560
299,zapolyarnyy,69.4154,30.8136,1.6,98,100,1.74,RU,1683577561
300,mawlamyinegyunn,16.3833,95.2667,28.14,74,71,1.99,MM,1683577561
301,praia da vitoria,38.7333,-27.0667,18.14,88,75,0.8,PT,1683577561
302,marysville,48.0518,-122.1771,19.33,66,0,4.63,US,1683577561
303,tawau,4.2498,117.8871,25.07,85,100,1.88,MY,1683577562
304,guangyuan,32.442,105.823,13.16,98,100,1.55,CN,1683577562
305,bim son,20.0781,105.8603,24.31,94,100,3.47,VN,1683577563
306,sukumo,32.9333,132.7333,11.61,71,97,1.87,JP,1683577563
307,tangalle,6.024,80.7911,25.45,91,100,3.85,LK,1683577564
308,talakan,50.3167,130.3667,1.29,98,100,5.72,RU,1683577564
309,bako,5.7833,36.5667,17.59,90,100,1.9,ET,1683577565
310,sierra grande,-41.606,-65.3557,19.38,33,4,1.79,AR,1683577565
311,esquel,-42.9,-71.3167,11.42,44,93,2.67,AR,1683577408
312,patterson,37.4716,-121.1297,20.58,50,25,2.1,US,1683577566
313,villa gesell,-37.2639,-56.973,15.59,68,99,8.73,AR,1683577566
314,menongue,-14.6585,17.691,17.75,47,12,2.24,AO,1683577567
315,al qusayr,34.5091,36.5798,14.8,82,4,0.61,SY,1683577567
316,wynnum,-27.45,153.1667,9.9,61,0,4.12,AU,1683577567
317,manta,-0.95,-80.7333,29.88,66,40,5.64,EC,1683577568
318,colonia,50.9333,6.95,17.7,80,0,1.54,DE,1683577568
319,kudachi,16.6333,74.85,26.71,66,100,3.22,IN,1683577568
320,springbok,-29.6643,17.8865,13.98,31,1,1.58,ZA,1683577569
321,dudinka,69.4058,86.1778,-2.43,97,99,2.36,RU,1683577569
322,olinda,-8.0089,-34.8553,27.85,69,40,5.14,BR,1683577459
323,farasan,16.7022,42.1183,29.3,72,56,1.68,SA,1683577570
324,enewetak,11.3474,162.3373,27.35,82,100,8.63,MH,1683577570
325,bontang,0.1333,117.5,25.38,90,100,1.79,ID,1683577570
326,north platte,41.1239,-100.7654,25.62,27,0,2.57,US,1683577571
327,chaman,30.9236,66.4512,20.18,15,0,1.89,PK,1683577572
328,porto franco,-6.3383,-47.3992,29.48,71,18,1.56,BR,1683577572
329,albert lea,43.648,-93.3683,24.42,60,0,0.0,US,1683577572
330,lerwick,60.1545,-1.1494,8.0,99,100,6.63,GB,1683577573
331,hadibu,12.65,54.0333,28.61,67,81,0.77,YE,1683577573
332,oujda-angad,34.6805,-1.9076,21.35,35,0,2.06,MA,1683577573
333,murun-kuren,49.6342,100.1625,4.54,96,100,2.45,MN,1683577574
334,namibe,-15.1961,12.1522,23.85,73,94,1.57,AO,1683577574
335,el calafate,-50.3408,-72.2768,7.72,65,14,3.11,AR,1683577575
336,remire-montjoly,4.9167,-52.2667,28.02,78,75,5.66,GF,1683577575
337,richards bay,-28.783,32.0377,19.42,89,100,3.57,ZA,1683577575
338,port-vila,-17.7338,168.3219,20.78,94,20,0.51,VU,1683577575
339,sant lluis,39.8526,4.2594,17.22,72,20,1.54,ES,1683577576
340,inari,68.906,27.0288,7.11,99,100,1.81,FI,1683577576
341,ulysses,37.5814,-101.3552,28.16,19,0,5.14,US,1683577576
342,isiolo,0.3546,37.5822,20.65,74,81,5.45,KE,1683577577
343,mukalla,14.5425,49.1242,29.05,55,7,0.94,YE,1683577577
344,barra de santo antonio,-9.4047,-35.5072,28.6,76,21,3.15,BR,1683577578
345,sishui,35.6489,117.2758,13.12,41,100,0.42,CN,1683577578
346,mugia,43.1041,-9.2179,17.87,97,100,4.64,ES,1683577578
347,regina,50.4501,-104.6178,15.02,55,100,6.17,CA,1683577498
348,pasuquin,18.3328,120.6177,26.56,83,100,3.99,PH,1683577579
349,queenstown,-31.8976,26.8753,10.91,82,91,0.94,ZA,1683577579
350,jiazi,22.8779,116.067,21.41,80,100,7.02,CN,1683577580
351,prey veng,11.4868,105.3253,28.63,71,100,2.29,KH,1683577580
352,itaueira,-7.6033,-43.0256,33.06,33,12,1.97,BR,1683577580
353,ra's bayrut,33.9,35.4833,19.81,77,20,2.06,LB,1683577581
354,ust'-kalmanka,52.1207,83.305,15.31,46,52,2.96,RU,1683577581
355,cova figueira,14.8905,-24.2934,20.95,79,0,7.31,CV,1683577581
356,kharp,66.8014,65.8081,-12.48,92,20,3.28,RU,1683577582
357,boa vista,2.8197,-60.6733,28.99,74,40,3.09,BR,1683577582
358,penticton,49.4806,-119.5858,19.21,48,75,2.57,CA,1683577583
359,dawei,14.0833,98.2,26.5,88,100,1.22,MM,1683577583
360,bairnsdale,-37.8333,147.6167,10.03,91,98,4.38,AU,1683577583
361,velyka pysarivka,50.4259,35.485,5.72,64,98,3.33,UA,1683577584
362,antsiranana,-12.2787,49.2917,24.8,77,0,5.47,MG,1683577584
363,hobyo,5.3505,48.5268,27.66,79,13,10.93,SO,1683577585
364,chokwe,-24.5333,32.9833,18.84,96,42,1.5,MZ,1683577585
365,mani,4.8172,-72.2886,32.7,53,80,1.53,CO,1683577585
366,makokou,0.5738,12.8642,23.52,91,98,0.71,GA,1683577586
367,nueve de julio,-35.4444,-60.8831,17.76,60,0,4.02,AR,1683577521
368,opuwo,-18.0607,13.84,22.33,34,5,3.43,NA,1683577586
369,klaksvik,62.2266,-6.589,9.51,98,87,5.06,FO,1683577587
370,longboat key,27.4125,-82.659,31.27,52,0,5.66,US,1683577587
371,bishkul,54.7803,69.1033,9.59,40,100,2.57,KZ,1683577588
372,bayanaul,50.7889,75.6956,16.51,29,20,3.1,KZ,1683577588
373,nova vicosa,-17.8919,-39.3719,25.56,80,1,3.64,BR,1683577588
374,hamilton,39.1834,-84.5333,26.6,63,75,4.63,US,1683577327
375,boumagueur,35.5052,5.5525,16.12,56,58,6.89,DZ,1683577589
376,baiti,13.745,-14.7482,36.38,14,100,2.36,SN,1683577589
377,argo,37.6333,22.7333,18.77,61,100,0.73,GR,1683577589
378,isla mujeres,21.2311,-86.731,30.09,73,1,5.97,MX,1683577590
379,mizque,-17.941,-65.3402,19.81,58,100,2.96,BO,1683577590
380,murzuq,25.9155,13.9184,28.77,12,97,4.61,LY,1683577590
381,saudarkrokur,65.7461,-19.6394,6.05,90,100,1.6,IS,1683577591
382,puerto colombia,10.9878,-74.9547,32.05,76,46,9.2,CO,1683577591
383,mhangura,-16.8939,30.1683,13.22,63,0,1.15,ZW,1683577592
384,sabang,5.8933,95.3214,27.53,78,100,9.89,ID,1683577592
385,okhotsk,59.3833,143.3,0.86,82,37,0.31,RU,1683577592
386,merritt,50.1123,-120.7942,9.65,86,100,1.16,CA,1683577592
387,nadi,-17.8,177.4167,24.0,83,20,3.09,FJ,1683577593
388,lithia springs,33.794,-84.6605,28.28,70,20,3.09,US,1683577595
389,antonio enes,-16.2325,39.9086,23.62,67,20,2.71,MZ,1683577595
390,kingston,17.997,-76.7936,30.53,73,20,9.77,JM,1683577340
391,goz beida,13.95,20.55,30.19,40,6,3.22,TD,1683577595
392,east wenatchee bench,47.4257,-120.2812,20.6,50,0,6.69,US,1683577596
393,blacon,53.2083,-2.9253,15.32,82,20,4.63,GB,1683577596
394,kasongo,-4.45,26.6667,21.65,94,72,1.25,CD,1683577596
395,ubari,26.5921,12.7805,30.78,10,95,7.86,LY,1683577596
396,yekaterinovka,52.0508,44.3451,5.75,61,100,4.96,RU,1683577597
397,niort,46.3333,-0.3333,15.09,84,100,2.48,FR,1683577597
398,nabire,-3.3667,135.4833,25.44,88,90,1.02,ID,1683577597
399,condado,21.8767,-79.8403,28.15,62,71,2.79,CU,1683577597
400,midvagur,62.0511,-7.1939,9.46,100,100,3.6,FO,1683577598
401,oruro,-17.9833,-67.15,16.27,29,75,3.09,BO,1683577598
402,billings,45.7833,-108.5007,20.09,26,40,4.92,US,1683577598
403,bubaque,11.2833,-15.8333,26.65,77,100,5.11,GW,1683577598
404,mhamid,29.82,-5.72,31.32,10,0,3.54,MA,1683577599
405,glace bay,46.1969,-59.957,8.83,89,75,6.69,CA,1683577599
406,serafimovich,49.5786,42.736,9.79,47,100,5.64,RU,1683577599
407,sambava,-14.2667,50.1667,23.41,87,7,4.97,MG,1683577599
408,fedorovka,53.6314,62.7078,6.67,44,83,3.19,KZ,1683577600
409,selfoss,63.9331,-20.9971,10.58,94,100,1.6,IS,1683577600
410,curillo,1.0333,-75.9191,28.25,79,74,1.56,CO,1683577600
411,loudi,27.7344,111.9944,15.51,85,12,1.36,CN,1683577600
412,progreso,21.2833,-89.6667,38.95,65,4,8.35,MX,1683577600
413,sao jose da laje,-9.0097,-36.0583,25.23,78,21,3.96,BR,1683577601
414,otok,45.1467,18.8839,12.7,84,97,3.1,HR,1683577601
415,sitka,57.0531,-135.33,8.94,66,75,2.57,US,1683577601
416,prineville,44.2999,-120.8345,10.25,78,75,0.0,US,1683577410
417,brisas de zicatela,15.8369,-97.0419,32.29,66,0,3.09,MX,1683577602
418,beberibe,-4.1797,-38.1306,26.85,79,22,3.53,BR,1683577602
419,kaa-khem,51.6833,94.7333,10.71,78,100,0.92,RU,1683577602
420,doka,13.5167,35.7667,36.2,9,91,6.53,SD,1683577602
421,horqueta,-23.3428,-57.0597,22.5,84,100,2.49,PY,1683577602
422,jabor,5.921,169.6434,28.27,81,99,7.8,MH,1683577603
423,uturoa,-16.7333,-151.4333,27.66,73,28,3.65,PF,1683577603
424,fort st. john,56.2499,-120.8529,14.94,51,75,3.09,CA,1683577311
425,kharovsk,59.9642,40.1912,2.98,80,66,2.23,RU,1683577603
426,farafangana,-22.8167,47.8333,22.09,87,2,0.75,MG,1683577604
427,belyy yar,53.6039,91.3903,9.94,50,0,2.0,RU,1683577604
428,polyarnyy,69.1989,33.4478,0.96,97,100,6.06,RU,1683577604
429,kingsville,27.5159,-97.8561,32.14,69,75,7.72,US,1683577427
430,manggar,-2.8833,108.2667,27.37,80,97,3.13,ID,1683577605
431,kalevala,65.2,31.1667,2.04,100,100,2.47,RU,1683577453
432,la'ie,21.6477,-157.9253,27.98,69,18,3.58,US,1683577605
433,novo aripuana,-5.1206,-60.3797,27.73,94,100,0.26,BR,1683577605
434,makubetsu,45.3714,141.8211,6.78,86,71,9.08,JP,1683577606
435,inhambane,-23.865,35.3833,20.88,90,20,2.2,MZ,1683577606
436,butembo,0.15,29.2833,15.57,87,91,0.99,CD,1683577606
437,chadron,42.8294,-102.9999,23.82,23,0,6.69,US,1683577606
438,gaalkacyo,6.7697,47.4308,28.31,60,49,7.12,SO,1683577607
439,lugoba,-6.45,38.3333,20.7,96,37,1.09,TZ,1683577607
440,freetown,8.484,-13.2299,26.84,78,75,4.12,SL,1683577607
441,villa regina,-39.1,-67.0667,19.43,20,61,4.36,AR,1683577607
442,kachia,9.8667,7.95,28.47,44,32,2.11,NG,1683577608
443,santa ana de yacuma,-13.75,-65.4333,24.97,83,100,3.09,BO,1683577608
444,san antonio,29.4241,-98.4936,33.47,61,75,7.2,US,1683577409
445,broken hill,-31.95,141.4333,7.15,89,5,4.44,AU,1683577608
446,kikvidze,50.7416,43.0518,6.99,61,100,3.98,RU,1683577608
447,tibanbang,6.6315,126.1055,27.34,80,81,2.14,PH,1683577609
448,al faw,29.9776,48.4741,28.0,40,73,1.7,IQ,1683577609
449,rakops,-21.0167,24.3333,23.59,30,0,2.19,BW,1683577609
450,saint-joseph,-21.3667,55.6167,23.21,80,99,4.17,RE,1683577609
451,urzhar,47.093,81.6294,12.7,52,2,1.75,KZ,1683577610
452,afif,23.9065,42.9172,28.98,15,65,3.74,SA,1683577610
453,benguela,-12.5763,13.4055,26.21,83,83,0.41,AO,1683577610
454,sungai besar,3.6746,100.9867,25.85,86,100,2.92,MY,1683577610
455,la gi,10.6667,107.7833,27.19,84,100,1.86,VN,1683577610
456,maramba,-5.05,38.6167,17.33,94,89,1.07,TZ,1683577611
457,andover,51.2083,-1.4825,13.98,99,100,4.12,GB,1683577611
458,ampanihy,-24.7,44.75,21.9,78,19,3.2,MG,1683577611
459,laguna,38.421,-121.4238,19.6,59,100,5.66,US,1683577611
460,usogorsk,63.4106,48.6872,2.25,81,98,4.22,RU,1683577613
461,kyzylorda,44.8528,65.5092,14.01,28,0,3.0,KZ,1683577613
462,leipheim,48.45,10.2228,13.54,93,26,2.27,DE,1683577613
463,skovorodino,53.9833,123.9167,-2.71,72,0,2.42,RU,1683577613
464,tromso,69.6496,18.957,5.21,87,75,7.72,NO,1683577613
465,pleiku,13.9833,108.0,20.63,97,100,1.15,VN,1683577614
466,naifaru,5.4444,73.3657,28.79,76,15,5.62,MV,1683577614
467,timbuktu,16.7735,-3.0074,35.52,20,100,3.15,ML,1683577614
468,alice springs,-23.7,133.8833,-1.25,80,0,5.55,AU,1683577448
469,rosetta,31.4044,30.4164,17.71,83,0,4.28,EG,1683577615
470,nili,33.7218,66.1302,13.17,28,0,2.43,AF,1683577615
471,ceerigaabo,10.6162,47.368,19.7,54,25,2.19,SO,1683577615
472,dalhart,36.0595,-102.5133,27.01,26,0,7.2,US,1683577615
473,quelimane,-17.8786,36.8883,23.97,83,20,0.0,MZ,1683577616
474,namtsy,62.7161,129.6658,-8.92,78,17,3.32,RU,1683577616
475,port isabel,26.0734,-97.2086,32.05,72,100,4.92,US,1683577616
476,gargalianoi,37.0667,21.6333,17.42,66,100,2.82,GR,1683577616
477,carutapera,-1.195,-46.02,27.69,80,71,2.78,BR,1683577617
478,saint-philippe,-21.3585,55.7679,23.77,81,99,4.38,RE,1683577617
479,darwin,-12.4611,130.8418,22.99,53,69,4.63,AU,1683577617
480,bonthe,7.5264,-12.505,28.4,79,100,4.16,SL,1683577617
481,powell,40.1578,-83.0752,23.69,72,40,3.09,US,1683577482
482,champerico,14.3,-91.9167,37.3,63,3,6.41,GT,1683577618
483,fada,9.5667,8.3,26.69,53,22,1.21,NG,1683577618
484,mangrol,21.1167,70.1167,27.7,77,17,4.69,IN,1683577618
485,waspan,14.7419,-83.9717,36.1,30,99,4.5,NI,1683577619
486,akureyri,65.6835,-18.0878,8.96,76,75,5.14,IS,1683577579
487,rexburg,43.826,-111.7897,13.99,35,75,3.09,US,1683577619
488,salalah,17.0151,54.0924,28.05,74,0,1.54,OM,1683577619
489,yarkovo,57.4028,67.0786,2.86,47,0,2.3,RU,1683577619
490,yigo village,13.5361,144.8886,26.62,83,0,3.6,GU,1683577620
491,kozarska dubica,45.1767,16.8094,12.06,95,100,0.76,BA,1683577620
492,tegueste,28.5167,-16.3167,19.53,77,40,7.15,ES,1683577620
493,vera,-29.4593,-60.2126,24.89,43,0,2.54,AR,1683577621
494,chernyshevsk,52.5243,117.0174,3.42,43,4,1.06,RU,1683577621
495,alapli,41.1694,31.3792,11.62,93,98,2.11,TR,1683577621
496,rio grande,-32.035,-52.0986,23.06,68,0,5.58,BR,1683577621
497,miyaly,48.8844,53.7836,13.25,48,100,9.33,KZ,1683577622
498,zhaotong,27.3167,103.7167,11.31,92,96,2.16,CN,1683577622
499,nantucket,41.2835,-70.0995,19.06,67,0,4.63,US,1683577365
500,kurakhovo,47.9852,37.2821,8.46,77,100,3.83,UA,1683577623
501,adjumani,3.3779,31.7909,20.95,91,100,1.43,UG,1683577623
502,alvorada,-12.48,-49.1247,29.54,46,100,1.5,BR,1683577624
503,al ghayzah,16.2079,52.176,27.69,60,0,2.17,YE,1683577624
504,tomatlan,19.9333,-105.25,34.16,45,6,5.67,MX,1683577624
505,inderbor,48.55,51.7833,10.59,56,100,9.79,KZ,1683577624
506,joaquin v. gonzalez,-25.0833,-64.1833,25.41,36,85,2.21,AR,1683577625
507,benalla,-36.55,145.9833,8.5,94,1,2.58,AU,1683577625
508,santa elena de uairen,4.6167,-61.1333,24.19,75,99,3.72,VE,1683577343
509,parauapebas,-6.0675,-49.9022,31.99,61,40,2.06,BR,1683577626
510,papao,-17.75,-149.55,28.82,67,94,2.55,PF,1683577626
511,puerto quijarro,-17.7833,-57.7667,24.79,91,100,2.05,BO,1683577627
512,kirando,-7.4167,30.6,22.88,72,7,2.57,TZ,1683577627
513,howrah,22.5892,88.3103,31.0,74,20,2.57,IN,1683577627
514,undurkhaan,47.3194,110.6556,11.17,35,92,2.16,MN,1683577628
515,tubarjal,30.4999,38.216,22.6,27,6,5.88,SA,1683577628
516,puerto rico,-26.796,-55.024,18.76,52,100,2.3,AR,1683577329
517,beidao,34.5686,105.8933,10.81,97,100,0.82,CN,1683577629
518,recani,31.2846,-4.2688,29.3,13,0,2.49,MA,1683577629
519,bakhchysarai,44.75,33.8667,10.58,90,100,2.08,UA,1683577629
520,sault ste. marie,46.5168,-84.3333,12.9,50,75,5.66,CA,1683577572
521,fittja,59.2487,17.8599,8.84,52,0,2.57,SE,1683577630
522,san luis de la loma,17.2706,-100.8939,32.5,50,2,4.54,MX,1683577631
523,shimoda,34.6667,138.95,10.06,71,100,6.56,JP,1683577631
524,flin flon,54.7682,-101.865,19.91,30,20,3.6,CA,1683577631
525,horsham,51.064,-0.3272,14.2,93,75,2.57,GB,1683577633
526,north battleford,52.7834,-108.2847,17.05,39,75,10.29,CA,1683577337
527,zaragoza,41.6561,-0.8773,24.45,23,0,5.66,ES,1683577365
528,bavly,54.393,53.2602,2.81,55,6,2.53,RU,1683577634
529,krasnoslobodsk,48.7072,44.5714,11.9,37,0,7.0,RU,1683577634
530,saldanha,-33.0117,17.9442,15.44,85,3,5.83,ZA,1683577635
531,malvan,16.0667,73.4667,28.22,80,100,3.87,IN,1683577635
532,robertsport,6.7533,-11.3686,28.36,82,68,6.51,LR,1683577635
533,tanjung pandan,-2.75,107.65,25.98,88,99,2.77,ID,1683577636
534,shchuchyn,53.6014,24.7465,5.34,62,38,2.31,BY,1683577636
535,bilbays,30.4204,31.5622,21.46,71,0,3.33,EG,1683577636
536,choyr,46.3611,108.3611,10.78,31,100,3.34,MN,1683577637
537,lensk,60.7253,114.9278,1.03,95,98,1.43,RU,1683577637
538,fairfield,41.2668,-73.3162,24.87,35,0,6.17,US,1683577531
539,smithers,54.7804,-127.1743,14.18,38,20,3.09,CA,1683577638
540,namdrik,5.5994,168.1028,28.26,81,100,7.34,MH,1683577638
541,nar'yan-mar,67.6713,53.087,-0.24,96,100,6.99,RU,1683577638
542,guankou,28.15,113.6333,16.89,77,0,1.35,CN,1683577639
543,uran,18.8769,72.9397,28.98,73,79,2.69,IN,1683577639
544,acarau,-2.8856,-40.12,27.4,82,14,3.92,BR,1683577541
545,klyuchi,52.2667,79.1667,18.11,25,31,3.76,RU,1683577640
546,joshimath,30.5667,79.5667,11.07,69,89,2.97,IN,1683577640
547,berdigestyakh,62.0989,126.6992,-16.38,99,48,0.44,RU,1683577640
548,manokwari,-0.8667,134.0833,26.56,79,100,0.99,ID,1683577641
549,ribeira brava,32.65,-17.0667,26.35,58,3,2.82,PT,1683577641
550,kalmunai,7.4167,81.8167,26.54,79,100,2.54,LK,1683577641
551,poltavka,54.3663,71.7632,10.23,44,100,3.18,RU,1683577642
552,dire,12.2833,-10.9667,25.49,72,100,3.22,ML,1683577642
553,kenai,60.5544,-151.2583,9.03,43,100,2.57,US,1683577643
554,ottawa,45.4112,-75.6981,18.02,25,20,5.66,CA,1683577492
555,aral,40.5156,81.2636,14.3,18,46,4.37,CN,1683577643
556,torghay,49.6339,63.4981,15.43,51,96,4.41,KZ,1683577644
557,grootfontein,-19.5667,18.1167,12.76,71,4,1.03,NA,1683577644
558,talagang,32.9297,72.4158,21.29,44,0,2.58,PK,1683577644
559,kone,-21.0595,164.8658,21.59,87,100,1.18,NC,1683577645
560,sao vicente,-23.9631,-46.3919,31.1,47,3,3.13,BR,1683577645
